video_path,speaker,emotion,gender,ethnicity
id03974/TI5gb6tobFo/00055,id03974,2,female,Caucasian (North American)
id03974/TI5gb6tobFo/00056,id03974,2,female,Caucasian (North American)
id03974/TI5gb6tobFo/00058,id03974,2,female,Caucasian (North American)
id03974/V_r4_YYrZDM/00061,id03974,0,female,Caucasian (North American)
id03974/V_r4_YYrZDM/00062,id03974,2,female,Caucasian (North American)
id03974/V_r4_YYrZDM/00064,id03974,0,female,Caucasian (North American)
id03974/V_r4_YYrZDM/00065,id03974,2,female,Caucasian (North American)
id03974/V_r4_YYrZDM/00067,id03974,3,female,Caucasian (North American)
id03974/V_r4_YYrZDM/00071,id03974,0,female,Caucasian (North American)
id03974/V_r4_YYrZDM/00073,id03974,2,female,Caucasian (North American)
id03974/V_r4_YYrZDM/00074,id03974,2,female,Caucasian (North American)
id03974/V_r4_YYrZDM/00078,id03974,2,female,Caucasian (North American)
id03974/lvAmR3EbrU8/00091,id03974,3,female,Caucasian (North American)
id03974/lvAmR3EbrU8/00093,id03974,0,female,Caucasian (North American)
id03974/wY1_QojKdpc/00095,id03974,2,female,Caucasian (North American)
id03974/wY1_QojKdpc/00096,id03974,2,female,Caucasian (North American)
id03974/wY1_QojKdpc/00098,id03974,2,female,Caucasian (North American)
id03974/wY1_QojKdpc/00099,id03974,0,female,Caucasian (North American)
id03974/wY1_QojKdpc/00100,id03974,2,female,Caucasian (North American)
id03974/wY1_QojKdpc/00101,id03974,0,female,Caucasian (North American)
id03974/wY1_QojKdpc/00105,id03974,0,female,Caucasian (North American)
id03974/x50abLF2JCo/00106,id03974,2,female,Caucasian (North American)
id03974/x_r33hZeUBI/00112,id03974,0,female,Caucasian (North American)
id03974/x_r33hZeUBI/00116,id03974,0,female,Caucasian (North American)
id03974/x_r33hZeUBI/00118,id03974,2,female,Caucasian (North American)
id03974/x_r33hZeUBI/00119,id03974,0,female,Caucasian (North American)
id03976/1tj21YReBTE/00001,id03976,3,female,Caucasian (North American)
id03976/3sOhu6vPV8w/00015,id03976,3,female,Caucasian (North American)
id03976/DlgD5lnD4kw/00029,id03976,3,female,Caucasian (North American)
id03976/DlgD5lnD4kw/00036,id03976,2,female,Caucasian (North American)
id03976/DlgD5lnD4kw/00038,id03976,1,female,Caucasian (North American)
id03976/DlgD5lnD4kw/00042,id03976,3,female,Caucasian (North American)
id03976/DlgD5lnD4kw/00045,id03976,2,female,Caucasian (North American)
id03976/DylkEGz5NUE/00056,id03976,3,female,Caucasian (North American)
id03976/DylkEGz5NUE/00064,id03976,1,female,Caucasian (North American)
id03976/DylkEGz5NUE/00067,id03976,1,female,Caucasian (North American)
id03976/DylkEGz5NUE/00092,id03976,1,female,Caucasian (North American)
id03976/GViQ_9sGthU/00120,id03976,1,female,Caucasian (North American)
id03976/GViQ_9sGthU/00127,id03976,3,female,Caucasian (North American)
id03976/U6EgVBfvZOo/00137,id03976,1,female,Caucasian (North American)
id03976/U6EgVBfvZOo/00152,id03976,1,female,Caucasian (North American)
id03976/U6EgVBfvZOo/00162,id03976,3,female,Caucasian (North American)
id03976/U6EgVBfvZOo/00163,id03976,3,female,Caucasian (North American)
id03976/dKEmO_J9hNQ/00177,id03976,1,female,Caucasian (North American)
id03976/jhg_hGWpgf0/00207,id03976,3,female,Caucasian (North American)
id03976/jhg_hGWpgf0/00211,id03976,3,female,Caucasian (North American)
id03976/jhg_hGWpgf0/00216,id03976,2,female,Caucasian (North American)
id03976/jhg_hGWpgf0/00229,id03976,3,female,Caucasian (North American)
id03976/jhg_hGWpgf0/00240,id03976,3,female,Caucasian (North American)
id03976/jhg_hGWpgf0/00241,id03976,3,female,Caucasian (North American)
id03976/jhg_hGWpgf0/00246,id03976,3,female,Caucasian (North American)
id03976/jhg_hGWpgf0/00249,id03976,3,female,Caucasian (North American)
id03976/nIrj9slUq94/00260,id03976,2,female,Caucasian (North American)
id03976/nvbT5TSu6vk/00273,id03976,1,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00275,id03976,2,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00282,id03976,3,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00291,id03976,3,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00315,id03976,3,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00324,id03976,3,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00325,id03976,2,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00326,id03976,2,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00327,id03976,2,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00328,id03976,2,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00332,id03976,0,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00333,id03976,2,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00335,id03976,2,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00339,id03976,2,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00341,id03976,0,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00342,id03976,0,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00344,id03976,0,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00347,id03976,0,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00350,id03976,2,female,Caucasian (North American)
id03976/oXD_FtcGZxM/00353,id03976,1,female,Caucasian (North American)
id03976/seEHWnj0Fdc/00358,id03976,2,female,Caucasian (North American)
id03976/seEHWnj0Fdc/00372,id03976,3,female,Caucasian (North American)
id03976/yla6LZpRz2A/00381,id03976,1,female,Caucasian (North American)
id04013/0Ewi4DROnr0/00001,id04013,0,male,Caucasian (North American)
id04013/5gZtvcUoxl4/00006,id04013,2,male,Caucasian (North American)
id04013/D6UaQCsbKI0/00029,id04013,3,male,Caucasian (North American)
id04013/KwLi4YGR7K4/00088,id04013,2,male,Caucasian (North American)
id04013/KwLi4YGR7K4/00094,id04013,0,male,Caucasian (North American)
id04013/LCugruexc_Y/00103,id04013,2,male,Caucasian (North American)
id04013/NMgptBwehzI/00110,id04013,3,male,Caucasian (North American)
id04013/O49EGwrV-A4/00119,id04013,0,male,Caucasian (North American)
id04013/WmJRVYjmy44/00128,id04013,3,male,Caucasian (North American)
id04013/WmJRVYjmy44/00129,id04013,3,male,Caucasian (North American)
id04013/cRjyvq3nICo/00140,id04013,3,male,Caucasian (North American)
id04013/s57dvSrjiAw/00151,id04013,0,male,Caucasian (North American)
id04013/s57dvSrjiAw/00152,id04013,0,male,Caucasian (North American)
id04013/s57dvSrjiAw/00157,id04013,0,male,Caucasian (North American)
id04013/s57dvSrjiAw/00158,id04013,0,male,Caucasian (North American)
id04013/s57dvSrjiAw/00159,id04013,0,male,Caucasian (North American)
id04013/uhQnr4KZGIs/00162,id04013,0,male,Caucasian (North American)
id04013/uhQnr4KZGIs/00164,id04013,0,male,Caucasian (North American)
id04013/uhQnr4KZGIs/00165,id04013,0,male,Caucasian (North American)
id04013/uhQnr4KZGIs/00167,id04013,3,male,Caucasian (North American)
id04013/uhQnr4KZGIs/00168,id04013,0,male,Caucasian (North American)
id04013/uhQnr4KZGIs/00169,id04013,0,male,Caucasian (North American)
id04013/uhQnr4KZGIs/00171,id04013,0,male,Caucasian (North American)
id04013/uhQnr4KZGIs/00172,id04013,0,male,Caucasian (North American)
id04013/uhQnr4KZGIs/00173,id04013,0,male,Caucasian (North American)
id04013/uhQnr4KZGIs/00176,id04013,0,male,Caucasian (North American)
id04013/vCfz0JVseoY/00179,id04013,0,male,Caucasian (North American)
id04013/vCfz0JVseoY/00180,id04013,0,male,Caucasian (North American)
id04013/viajCyzRNsw/00183,id04013,2,male,Caucasian (North American)
id04013/viajCyzRNsw/00184,id04013,0,male,Caucasian (North American)
id04013/viajCyzRNsw/00185,id04013,0,male,Caucasian (North American)
id04013/viajCyzRNsw/00186,id04013,2,male,Caucasian (North American)
id04013/viajCyzRNsw/00187,id04013,2,male,Caucasian (North American)
id04013/viajCyzRNsw/00188,id04013,0,male,Caucasian (North American)
id04013/viajCyzRNsw/00189,id04013,2,male,Caucasian (North American)
id04013/viajCyzRNsw/00190,id04013,2,male,Caucasian (North American)
id04013/xhMQD3r5rVc/00197,id04013,0,male,Caucasian (North American)
id04013/xhMQD3r5rVc/00199,id04013,0,male,Caucasian (North American)
id04013/xhMQD3r5rVc/00205,id04013,2,male,Caucasian (North American)
id04013/xhMQD3r5rVc/00210,id04013,0,male,Caucasian (North American)
id04013/xhMQD3r5rVc/00213,id04013,0,male,Caucasian (North American)
id04013/xhMQD3r5rVc/00215,id04013,2,male,Caucasian (North American)
id04013/xhMQD3r5rVc/00216,id04013,0,male,Caucasian (North American)
id04013/xhMQD3r5rVc/00217,id04013,0,male,Caucasian (North American)
id04013/xhMQD3r5rVc/00220,id04013,0,male,Caucasian (North American)
id04013/zBAvZ34cz5g/00223,id04013,0,male,Caucasian (North American)
id04013/zBAvZ34cz5g/00226,id04013,2,male,Caucasian (North American)
id04013/zBAvZ34cz5g/00227,id04013,2,male,Caucasian (North American)
id04013/zBAvZ34cz5g/00228,id04013,2,male,Caucasian (North American)
id04013/zBAvZ34cz5g/00232,id04013,0,male,Caucasian (North American)
id04014/4z6Z1OqJM-o/00032,id04014,1,male,Caucasian (North American)
id04014/AIlzYD4tk78/00047,id04014,1,male,Caucasian (North American)
id04014/Bv6miQDBrRY/00050,id04014,1,male,Caucasian (North American)
id04014/G-nevd6gt3I/00111,id04014,3,male,Caucasian (North American)
id04014/G-nevd6gt3I/00112,id04014,1,male,Caucasian (North American)
id04014/K5kUITklALQ/00132,id04014,1,male,Caucasian (North American)
id04014/K5kUITklALQ/00133,id04014,3,male,Caucasian (North American)
id04014/Ltl9vAxAfuU/00138,id04014,0,male,Caucasian (North American)
id04014/Ltl9vAxAfuU/00143,id04014,0,male,Caucasian (North American)
id04014/Ltl9vAxAfuU/00144,id04014,0,male,Caucasian (North American)
id04014/Ltl9vAxAfuU/00149,id04014,1,male,Caucasian (North American)
id04014/OmSGBDd3YWo/00152,id04014,2,male,Caucasian (North American)
id04014/OmSGBDd3YWo/00153,id04014,2,male,Caucasian (North American)
id04014/QFBkg9cPXIg/00162,id04014,1,male,Caucasian (North American)
id04014/TYHxfKw0kOg/00165,id04014,0,male,Caucasian (North American)
id04014/UeYclvj33zk/00168,id04014,0,male,Caucasian (North American)
id04014/UeYclvj33zk/00173,id04014,1,male,Caucasian (North American)
id04014/Zwds8pqmxcI/00181,id04014,2,male,Caucasian (North American)
id04014/_PnX_gu4sOk/00183,id04014,0,male,Caucasian (North American)
id04014/_PnX_gu4sOk/00184,id04014,2,male,Caucasian (North American)
id04014/_PnX_gu4sOk/00185,id04014,0,male,Caucasian (North American)
id04014/_PnX_gu4sOk/00186,id04014,0,male,Caucasian (North American)
id04014/_PnX_gu4sOk/00189,id04014,0,male,Caucasian (North American)
id04014/_PnX_gu4sOk/00191,id04014,2,male,Caucasian (North American)
id04014/_rMes3zSIkM/00192,id04014,0,male,Caucasian (North American)
id04014/a-gu8z8P9Og/00200,id04014,0,male,Caucasian (North American)
id04014/bymThH4Duvg/00204,id04014,0,male,Caucasian (North American)
id04014/c3qAgQHKC0I/00210,id04014,0,male,Caucasian (North American)
id04014/c3qAgQHKC0I/00211,id04014,0,male,Caucasian (North American)
id04014/c3qAgQHKC0I/00212,id04014,0,male,Caucasian (North American)
id04014/c3qAgQHKC0I/00213,id04014,0,male,Caucasian (North American)
id04014/c3qAgQHKC0I/00214,id04014,0,male,Caucasian (North American)
id04014/gk5AwAo9G64/00217,id04014,0,male,Caucasian (North American)
id04014/gk5AwAo9G64/00221,id04014,0,male,Caucasian (North American)
id04014/gk5AwAo9G64/00222,id04014,0,male,Caucasian (North American)
id04014/gk5AwAo9G64/00223,id04014,0,male,Caucasian (North American)
id04014/gk5AwAo9G64/00224,id04014,0,male,Caucasian (North American)
id04014/gk5AwAo9G64/00225,id04014,0,male,Caucasian (North American)
id04014/gk5AwAo9G64/00228,id04014,0,male,Caucasian (North American)
id04014/gk5AwAo9G64/00232,id04014,0,male,Caucasian (North American)
id04014/gk5AwAo9G64/00233,id04014,0,male,Caucasian (North American)
id04014/gk5AwAo9G64/00235,id04014,2,male,Caucasian (North American)
id04014/lHt8cxIZ_n8/00250,id04014,0,male,Caucasian (North American)
id04014/lHt8cxIZ_n8/00252,id04014,3,male,Caucasian (North American)
id04014/mojTnLUGo54/00255,id04014,0,male,Caucasian (North American)
id04014/mojTnLUGo54/00257,id04014,0,male,Caucasian (North American)
id04014/mojTnLUGo54/00258,id04014,0,male,Caucasian (North American)
id04014/mojTnLUGo54/00259,id04014,0,male,Caucasian (North American)
id04014/s-FlDJN51-Q/00266,id04014,0,male,Caucasian (North American)
id04014/sfXqZEdOBcE/00267,id04014,1,male,Caucasian (North American)
id04018/6mJNsKb4txg/00007,id04018,1,male,Hispanic
id04018/6mJNsKb4txg/00010,id04018,1,male,Hispanic
id04018/6mJNsKb4txg/00011,id04018,1,male,Hispanic
id04018/6mJNsKb4txg/00014,id04018,1,male,Hispanic
id04018/6mJNsKb4txg/00024,id04018,1,male,Hispanic
id04018/6mJNsKb4txg/00025,id04018,1,male,Hispanic
id04018/LhbQ74zYL5c/00028,id04018,1,male,Hispanic
id04018/LhbQ74zYL5c/00032,id04018,1,male,Hispanic
id04018/Ncig9TNrKTc/00039,id04018,1,male,Hispanic
id04018/OHB1wGgB-0k/00040,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00042,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00043,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00056,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00057,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00058,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00060,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00062,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00064,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00065,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00067,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00068,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00069,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00073,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00074,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00075,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00076,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00077,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00078,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00079,id04018,0,male,Hispanic
id04018/OHB1wGgB-0k/00080,id04018,0,male,Hispanic
id04018/Sjm_ZJZGCtw/00082,id04018,0,male,Hispanic
id04018/TGqoCCxMDfs/00105,id04018,1,male,Hispanic
id04018/bOoVncYmk-0/00107,id04018,1,male,Hispanic
id04018/fAtLHAc6y28/00110,id04018,1,male,Hispanic
id04018/fAtLHAc6y28/00113,id04018,0,male,Hispanic
id04018/fAtLHAc6y28/00114,id04018,0,male,Hispanic
id04018/fAtLHAc6y28/00118,id04018,0,male,Hispanic
id04018/fAtLHAc6y28/00120,id04018,0,male,Hispanic
id04018/fAtLHAc6y28/00123,id04018,0,male,Hispanic
id04018/fAtLHAc6y28/00125,id04018,0,male,Hispanic
id04018/geT4LxHc63g/00127,id04018,0,male,Hispanic
id04018/hKY4ztFCcFg/00129,id04018,1,male,Hispanic
id04018/hKY4ztFCcFg/00132,id04018,0,male,Hispanic
id04018/hKY4ztFCcFg/00133,id04018,0,male,Hispanic
id04018/hKY4ztFCcFg/00134,id04018,1,male,Hispanic
id04018/k0gs3Hva1ew/00135,id04018,2,male,Hispanic
id04018/ylgp6eSYNdg/00138,id04018,2,male,Hispanic
id04018/ylgp6eSYNdg/00139,id04018,2,male,Hispanic
id04018/ylgp6eSYNdg/00140,id04018,0,male,Hispanic
id04018/ylgp6eSYNdg/00142,id04018,0,male,Hispanic
id04042/0bQ0UWdV054/00005,id04042,0,female,Caucasian (Australian)
id04042/0bQ0UWdV054/00017,id04042,2,female,Caucasian (Australian)
id04042/7dKfKjmylgw/00040,id04042,3,female,Caucasian (Australian)
id04042/JVO87x6pKeU/00092,id04042,3,female,Caucasian (Australian)
id04042/TxVFhOCmalI/00123,id04042,0,female,Caucasian (Australian)
id04042/TxVFhOCmalI/00124,id04042,0,female,Caucasian (Australian)
id04042/V0Q17uGS-Zg/00132,id04042,0,female,Caucasian (Australian)
id04042/V0Q17uGS-Zg/00133,id04042,2,female,Caucasian (Australian)
id04042/Vgcn27hG4Jk/00137,id04042,3,female,Caucasian (Australian)
id04042/VlEoLvFFBDc/00146,id04042,2,female,Caucasian (Australian)
id04042/Y41vzWY9qkU/00152,id04042,2,female,Caucasian (Australian)
id04042/Y41vzWY9qkU/00153,id04042,0,female,Caucasian (Australian)
id04042/_9V0Ewy4p3g/00155,id04042,0,female,Caucasian (Australian)
id04042/_9V0Ewy4p3g/00162,id04042,2,female,Caucasian (Australian)
id04042/_9V0Ewy4p3g/00165,id04042,2,female,Caucasian (Australian)
id04042/_9V0Ewy4p3g/00167,id04042,0,female,Caucasian (Australian)
id04042/aY2ydjAVvkI/00182,id04042,3,female,Caucasian (Australian)
id04042/aY2ydjAVvkI/00185,id04042,0,female,Caucasian (Australian)
id04042/arhWYeGL6rk/00188,id04042,2,female,Caucasian (Australian)
id04042/arhWYeGL6rk/00189,id04042,0,female,Caucasian (Australian)
id04042/bDo3wXoC4Kw/00197,id04042,2,female,Caucasian (Australian)
id04042/bDo3wXoC4Kw/00198,id04042,2,female,Caucasian (Australian)
id04042/bDo3wXoC4Kw/00199,id04042,2,female,Caucasian (Australian)
id04042/bDo3wXoC4Kw/00200,id04042,0,female,Caucasian (Australian)
id04042/bDo3wXoC4Kw/00201,id04042,2,female,Caucasian (Australian)
id04042/bYFLMsjRd2E/00204,id04042,0,female,Caucasian (Australian)
id04042/bYFLMsjRd2E/00205,id04042,0,female,Caucasian (Australian)
id04042/dpQyiORjcyA/00207,id04042,2,female,Caucasian (Australian)
id04042/dpQyiORjcyA/00208,id04042,0,female,Caucasian (Australian)
id04042/pJuJbqAJHko/00216,id04042,2,female,Caucasian (Australian)
id04042/pJuJbqAJHko/00222,id04042,2,female,Caucasian (Australian)
id04042/qun5kIQSDlQ/00225,id04042,2,female,Caucasian (Australian)
id04042/qun5kIQSDlQ/00231,id04042,0,female,Caucasian (Australian)
id04042/qun5kIQSDlQ/00232,id04042,0,female,Caucasian (Australian)
id04042/qun5kIQSDlQ/00236,id04042,0,female,Caucasian (Australian)
id04042/qun5kIQSDlQ/00237,id04042,0,female,Caucasian (Australian)
id04042/qun5kIQSDlQ/00242,id04042,3,female,Caucasian (Australian)
id04042/qun5kIQSDlQ/00243,id04042,2,female,Caucasian (Australian)
id04042/rtuhzjpxs5s/00246,id04042,2,female,Caucasian (Australian)
id04042/rtuhzjpxs5s/00247,id04042,2,female,Caucasian (Australian)
id04042/rtuhzjpxs5s/00248,id04042,2,female,Caucasian (Australian)
id04042/rtuhzjpxs5s/00250,id04042,2,female,Caucasian (Australian)
id04042/ubAuzLMNRYw/00259,id04042,2,female,Caucasian (Australian)
id04042/wOizifrfpXM/00267,id04042,0,female,Caucasian (Australian)
id04042/wOizifrfpXM/00268,id04042,2,female,Caucasian (Australian)
id04042/wOizifrfpXM/00270,id04042,2,female,Caucasian (Australian)
id04042/wOizifrfpXM/00271,id04042,0,female,Caucasian (Australian)
id04042/wOizifrfpXM/00275,id04042,3,female,Caucasian (Australian)
id04042/wOizifrfpXM/00278,id04042,3,female,Caucasian (Australian)
id04042/wOizifrfpXM/00282,id04042,0,female,Caucasian (Australian)
id04047/2aKEmXSY5Po/00007,id04047,3,female,African
id04047/4FLMENjMA88/00011,id04047,3,female,African
id04047/D48cG-TDu1w/00059,id04047,3,female,African
id04047/GBBC54ZHrow/00068,id04047,3,female,African
id04047/T6BsIEAaxfA/00118,id04047,2,female,African
id04047/T6BsIEAaxfA/00126,id04047,2,female,African
id04047/T6BsIEAaxfA/00128,id04047,0,female,African
id04047/T6BsIEAaxfA/00132,id04047,3,female,African
id04047/T6BsIEAaxfA/00133,id04047,2,female,African
id04047/T6BsIEAaxfA/00135,id04047,2,female,African
id04047/T6BsIEAaxfA/00137,id04047,0,female,African
id04047/T6BsIEAaxfA/00139,id04047,0,female,African
id04047/T6BsIEAaxfA/00140,id04047,0,female,African
id04047/Y8uxCOgZUr0/00152,id04047,0,female,African
id04047/YgeuRkycgTg/00153,id04047,2,female,African
id04047/ZRcyFhu2J9o/00154,id04047,2,female,African
id04047/eOcKpYZn9T0/00156,id04047,2,female,African
id04047/eOcKpYZn9T0/00157,id04047,2,female,African
id04047/eOcKpYZn9T0/00158,id04047,2,female,African
id04047/eOcKpYZn9T0/00159,id04047,0,female,African
id04047/eOcKpYZn9T0/00160,id04047,2,female,African
id04047/eOcKpYZn9T0/00163,id04047,2,female,African
id04047/ePjxYN_BJaQ/00166,id04047,0,female,African
id04047/ePjxYN_BJaQ/00169,id04047,0,female,African
id04047/ecbGX99VHVc/00172,id04047,3,female,African
id04047/g783vbBi1Js/00177,id04047,3,female,African
id04047/g783vbBi1Js/00178,id04047,2,female,African
id04047/g783vbBi1Js/00181,id04047,0,female,African
id04047/g783vbBi1Js/00182,id04047,0,female,African
id04047/g783vbBi1Js/00183,id04047,2,female,African
id04047/g783vbBi1Js/00184,id04047,0,female,African
id04047/g783vbBi1Js/00189,id04047,2,female,African
id04047/g783vbBi1Js/00192,id04047,2,female,African
id04047/g783vbBi1Js/00193,id04047,0,female,African
id04047/g783vbBi1Js/00194,id04047,2,female,African
id04047/j8ZpfXHSCgs/00201,id04047,0,female,African
id04047/j8ZpfXHSCgs/00202,id04047,3,female,African
id04047/jQ2cv8Lmwqk/00209,id04047,3,female,African
id04047/jQ2cv8Lmwqk/00218,id04047,2,female,African
id04047/jQ2cv8Lmwqk/00222,id04047,2,female,African
id04047/qut6AdErVyc/00231,id04047,2,female,African
id04047/qut6AdErVyc/00234,id04047,2,female,African
id04047/tCDZHnQAz-0/00236,id04047,3,female,African
id04047/tcVhUkKsm5k/00239,id04047,2,female,African
id04047/v1TFCUGlvKs/00243,id04047,2,female,African
id04047/wyATnz9Hzds/00244,id04047,2,female,African
id04047/zV_-77MIMlU/00245,id04047,2,female,African
id04047/zV_-77MIMlU/00248,id04047,0,female,African
id04047/zV_-77MIMlU/00251,id04047,0,female,African
id04047/zV_-77MIMlU/00254,id04047,2,female,African
id04049/JCDeI7UwWnE/00025,id04049,3,female,Hispanic
id04049/JCDeI7UwWnE/00029,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00034,id04049,2,female,Hispanic
id04049/JCDeI7UwWnE/00035,id04049,1,female,Hispanic
id04049/JCDeI7UwWnE/00037,id04049,2,female,Hispanic
id04049/JCDeI7UwWnE/00038,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00039,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00040,id04049,3,female,Hispanic
id04049/JCDeI7UwWnE/00044,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00047,id04049,2,female,Hispanic
id04049/JCDeI7UwWnE/00049,id04049,3,female,Hispanic
id04049/JCDeI7UwWnE/00050,id04049,2,female,Hispanic
id04049/JCDeI7UwWnE/00052,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00054,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00056,id04049,1,female,Hispanic
id04049/JCDeI7UwWnE/00067,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00069,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00073,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00078,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00082,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00083,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00088,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00090,id04049,2,female,Hispanic
id04049/JCDeI7UwWnE/00091,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00092,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00102,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00105,id04049,2,female,Hispanic
id04049/JCDeI7UwWnE/00107,id04049,2,female,Hispanic
id04049/JCDeI7UwWnE/00109,id04049,2,female,Hispanic
id04049/JCDeI7UwWnE/00110,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00112,id04049,2,female,Hispanic
id04049/JCDeI7UwWnE/00116,id04049,2,female,Hispanic
id04049/JCDeI7UwWnE/00117,id04049,2,female,Hispanic
id04049/JCDeI7UwWnE/00124,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00125,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00129,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00137,id04049,2,female,Hispanic
id04049/JCDeI7UwWnE/00138,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00140,id04049,3,female,Hispanic
id04049/JCDeI7UwWnE/00147,id04049,2,female,Hispanic
id04049/JCDeI7UwWnE/00148,id04049,0,female,Hispanic
id04049/JCDeI7UwWnE/00149,id04049,2,female,Hispanic
id04049/Vmbv3BtIXnM/00156,id04049,0,female,Hispanic
id04049/Vmbv3BtIXnM/00158,id04049,2,female,Hispanic
id04049/h5Zwu26PvYM/00159,id04049,2,female,Hispanic
id04049/rMbZohtmSU4/00169,id04049,2,female,Hispanic
id04049/rMbZohtmSU4/00171,id04049,0,female,Hispanic
id04049/rMbZohtmSU4/00172,id04049,0,female,Hispanic
id04049/v9CJTn-0oIM/00176,id04049,0,female,Hispanic
id04049/v9CJTn-0oIM/00178,id04049,2,female,Hispanic
id04050/1FkMmk0fKZQ/00003,id04050,3,female,Caucasian (North American)
id04050/1FkMmk0fKZQ/00005,id04050,3,female,Caucasian (North American)
id04050/4L3Y0a4-iRo/00006,id04050,3,female,Caucasian (North American)
id04050/5bEic6HhTSc/00017,id04050,3,female,Caucasian (North American)
id04050/5bEic6HhTSc/00027,id04050,2,female,Caucasian (North American)
id04050/5bEic6HhTSc/00039,id04050,2,female,Caucasian (North American)
id04050/5upT-DFMX3s/00047,id04050,3,female,Caucasian (North American)
id04050/6SIs6RHVc78/00065,id04050,3,female,Caucasian (North American)
id04050/6nSJ9QZ_FPI/00091,id04050,0,female,Caucasian (North American)
id04050/C10PkH4-nqU/00093,id04050,2,female,Caucasian (North American)
id04050/C10PkH4-nqU/00097,id04050,0,female,Caucasian (North American)
id04050/C10PkH4-nqU/00099,id04050,2,female,Caucasian (North American)
id04050/C10PkH4-nqU/00102,id04050,2,female,Caucasian (North American)
id04050/HJM42iMNnw8/00122,id04050,2,female,Caucasian (North American)
id04050/HJM42iMNnw8/00125,id04050,2,female,Caucasian (North American)
id04050/HqkSXzIz4RA/00126,id04050,2,female,Caucasian (North American)
id04050/HqkSXzIz4RA/00128,id04050,2,female,Caucasian (North American)
id04050/Hw8oYwzQmMY/00129,id04050,0,female,Caucasian (North American)
id04050/Hw8oYwzQmMY/00131,id04050,2,female,Caucasian (North American)
id04050/JfMk5Gxqp5g/00133,id04050,2,female,Caucasian (North American)
id04050/JfMk5Gxqp5g/00134,id04050,2,female,Caucasian (North American)
id04050/L__x5imBRvw/00137,id04050,2,female,Caucasian (North American)
id04050/L__x5imBRvw/00138,id04050,0,female,Caucasian (North American)
id04050/L__x5imBRvw/00140,id04050,2,female,Caucasian (North American)
id04050/L__x5imBRvw/00142,id04050,2,female,Caucasian (North American)
id04050/NmGa91UxY7s/00143,id04050,3,female,Caucasian (North American)
